_RAJ2000;_DEJ2000;Vmag;Sp;Rad;r_Diam
017.4329;+35.6206; 2.06;M0III         ;        ;O6
017.4329;+35.6206; 2.06;M0IIIA        ;        ;Q2
017.4329;+35.6206; 2.06;M0III         ;        ;D15
017.4329;+35.6206; 2.06;M0IIIA        ;        ;M21
017.4329;+35.6206; 2.03;M0III         ;        ;C8
017.4329;+35.6206; 2.06;M0III         ;        ;B52
017.4329;+35.6206; 2.06;M0III         ;        ;H19
017.2417;-30.9292; 9.09;K0            ; 7.5e-01;J3
017.0962;-55.2458;     ;A0V           ; 2.0e+00;H13
017.0962;-55.2458; 4.02;B6V           ; 3.4e+00;H13
017.0962;-55.2458; 4.00;A0V           ; 3.3e+00;M7
017.0962;-55.2458;     ;A0.5          ; 1.6e+00;K2
017.0962;-55.2458;     ;B9            ; 2.0e+00;M7
017.0962;-55.2458; 4.06;B6V           ; 3.2e+00;F4
017.0962;-55.2458; 4.19;B7V           ;        ;O6
017.0962;-55.2458;     ;B8            ; 1.9e+00;C5
017.0962;-55.2458; 3.94;B6V           ; 2.8e+00;C5
017.0962;-55.2458; 4.02;B7            ; 2.6e+00;P3
017.0962;-55.2458; 4.10;B7            ; 2.8e+00;K2
017.0962;-55.2458;     ;B9            ; 1.7e+00;P3
017.5779;+42.0814; 5.67;F8V           ; 1.3e+00;W1
017.4375; +1.2253; 9.40;G0            ;        ;B43
017.8567;+64.2028; 5.54;B9.5V         ; 2.2e+00;F4
017.7758;+55.1500; 4.33;A7V           ;        ;B52
017.7758;+55.1500; 4.33;A7V           ;        ;B53
017.7758;+55.1500; 4.33;A7V           ; 1.8e+00;W1
017.7758;+55.1500; 4.52;A5            ; 1.4e+00;H1
017.5496; -8.9061; 6.41;K0III         ; 1.2e+01;W1
017.3925;-46.2656; 8.60;G5V           ; 2.1e+00;I5
017.3925;-46.2656;     ;G2V           ; 1.7e+00;I5
017.7929;+37.7242; 5.75;B7III         ; 5.2e+00;W1
017.7783;+31.4247; 5.16;F0V           ; 1.1e+00;F4
017.7262; +9.5639; 7.20;G0            ;        ;Q3
017.8633;+21.0347; 4.72;G8III         ; 1.3e+01;W1
017.8633;+21.0347; 4.89;K0            ; 7.4e+00;H1
017.9150;+30.0897; 4.52;K0III-IV      ; 8.9e+00;W1
017.9150;+30.0897; 4.70;K0            ; 8.2e+00;H1
017.9312; -2.2511; 5.95;K4III         ; 3.7e+01;W1
018.1892;-37.8564; 5.91;A7III         ; 3.9e+00;W1
018.4371;+24.5836; 4.64;K0            ; 8.1e+00;H1
018.5317;+16.1336; 5.84;B8III         ; 4.2e+00;W1
018.5933; -7.9108; 7.87;G9V           ; 8.1e-01;J3
018.6000; -7.9228; 5.14;F5V           ; 9.6e-01;F3
018.6000; -7.9228; 5.13;F5V           ; 1.1e+00;J3
018.6046;-41.8942; 8.47;G0            ; 7.9e-01;J3
019.0208;+25.7694; 6.84;C7.2          ;        ;D23
018.7962;-45.5317; 4.96;F8V           ; 1.0e+00;J3
018.7962;-45.5317; 4.95;F8V           ; 1.3e+00;W1
018.6687;-64.7642; 9.02;G0            ; 7.3e-01;J3
019.3942; +8.9314; 8.20;M5-7E         ;        ;A2
018.9425;-68.8758; 4.85;F6V           ; 1.1e+00;J3
019.4500; +3.6144; 5.17;A3V           ; 1.6e+00;F2
019.4500; +3.6144; 5.17;A3V           ; 2.0e+00;W1
019.3917;-15.5033; 9.70;K3            ; 6.5e-01;J3
019.6712; -0.8675;10.73;M0            ; 6.3e-01;J3
019.6712; -0.8675; 8.00;K1V           ; 8.2e-01;J3
020.4962;+76.7103; 7.11;K0V           ; 9.3e-01;J3
019.8667;+27.2642; 4.79;A2V           ; 1.7e+00;F3
019.8667;+27.2642; 4.65;A2V           ; 2.2e+00;W1
019.8667;+27.2642; 4.76;A3V           ;        ;M14
019.8667;+27.2642; 4.67;A2            ;        ;H1
020.2721;+64.6581; 6.33;A2VNN         ; 1.7e+00;F4
019.9362; +6.1619; 8.70;M0            ;        ;A2
020.5850;+45.5289; 4.87;K0III-IV      ; 8.9e+00;W1
020.5850;+45.5289; 4.99;K0            ; 6.3e+00;H1
020.9192;+37.7150; 5.49;A1M           ; 2.3e+00;B32
020.9062;+34.2458; 6.23;G8IV          ; 3.3e+00;W1
020.7608;-12.9661;10.30;K6V           ; 6.5e-01;J3
020.7608;-12.9661; 7.85;G8V           ; 8.2e-01;J3
020.5950;-47.2950; 4.62;A2            ;        ;H1
021.0779;+43.1422; 6.69;A2P           ; 2.8e+00;S2
021.4833;+68.1300; 4.96;K0            ; 1.2e+01;H1
020.8792;-30.9456; 5.83;K5III         ; 4.8e+01;W1
021.0104; -8.0075; 6.20;F0V           ; 1.1e+00;F4
021.4542;+60.2353; 2.68;A5V           ; 1.4e+00;F1
021.4542;+60.2353; 2.80;A5            ; 1.3e+00;H1
021.4542;+60.2353; 3.44;A5V           ; 4.6e+00;C1
021.4542;+60.2353; 2.68;A5V           ;        ;O6
021.4542;+60.2353; 2.68;A5V           ; 1.9e+00;W1
021.4542;+60.2353; 2.68;A5V           ; 1.4e+00;F2
021.4542;+60.2353; 2.68;A5V           ;        ;M14
021.2246;+18.5000; 9.10;K4V           ; 7.4e-01;J3
021.2050;-27.8392; 8.29;G3V           ; 7.2e-01;J3
021.1700;-41.4925; 5.41;K0III         ; 1.3e+01;W1
021.4050;-14.5989; 4.89;K3III         ; 2.8e+01;W1
021.5637;+19.1722; 5.35;F2V           ; 1.1e+00;F4
021.9142;+45.4067; 4.96;F5            ; 1.4e+00;H1
021.9142;+45.4067; 4.83;F5IV          ;        ;B53
021.9142;+45.4067; 4.83;F5IV          ;        ;B52
021.7233; +3.5356; 6.57;B9V           ; 2.4e+00;F4
021.2721;-64.3694; 5.92;M0III         ; 5.3e+01;W1
021.9454;+40.3358; 6.32;B9III         ; 3.6e+00;W1
022.0804;+42.7822; 2.53;M2III         ;        ;W19
022.0804;+42.7822; 2.52;M2III         ; 5.6e+01;W1
037.9546;+89.2642; 2.02;F7IB-II       ;        ;O6
037.9546;+89.2642; 2.50;F8IB          ;        ;P7
037.9546;+89.2642; 2.12;F8            ; 2.0e+01;H1
022.0954; +7.9614; 6.21;K1III         ; 1.4e+01;W1
022.0912;-43.3183; 3.40;K5II          ; 1.5e+02;W1
022.0912;-43.3183; 3.41;K4-5III       ;        ;O6
022.1813;-33.7639; 6.58;F0IV          ;        ;W1
022.4704;+18.3556; 5.93;A4III         ; 4.6e+00;W1
022.4004;-21.6294; 5.08;A1V           ; 1.9e+00;F4
022.5462; +6.1439; 4.83;K4III         ;        ;B51
022.5462; +6.1439; 4.84;K4III         ;        ;B52
022.5462; +6.1439; 4.83;K4III         ;        ;B28
022.5462; +6.1439; 4.86;K4III         ; 3.7e+01;W1
023.1800;+63.5939; 7.21;G0IB          ; 7.4e+01;R32
023.1800;+63.5939; 7.21;G0IB          ; 8.3e+01;B61
022.8708;+15.3458; 3.72;G5            ; 1.2e+01;H1
023.0317;+34.8000; 6.24;B6V           ; 3.2e+00;W1
022.8129;-49.0728; 3.94;K0III-IV      ; 8.9e+00;W1
023.4829;+59.2319; 4.88;K0            ; 8.1e+00;H1
023.4829;+59.2319; 4.74;G8III         ; 1.3e+01;W1
023.5692;+37.2372; 5.74;B8V           ; 2.6e+00;F3
023.5692;+37.2372; 5.69;B8V           ; 3.2e+00;W1
023.3158;-24.1781; 6.95;G8V           ; 8.3e-01;J3
024.3425;+74.3008; 6.57;B9V           ; 2.6e+00;F4
023.6575;-15.6764; 5.60;A2V           ; 1.7e+00;F4
023.6575;-15.6764; 5.64;A2V           ; 2.2e+00;W1
023.9692;+41.0764; 6.25;K1III         ; 1.4e+01;W1
023.9433;+14.6614; 6.22;B9V           ; 2.5e+00;F4
023.9433;+14.6614; 6.13;B9III         ; 3.6e+00;W1
023.7542;-29.9103; 7.90;              ; 7.9e-01;J3
023.7542;-29.9103;11.20;              ; 5.1e-01;J3
023.7542;-29.9103; 7.14;K3V           ; 7.9e-01;J3
024.1992;+41.4056; 4.08;F8V           ; 1.3e+00;W1
024.1992;+41.4056; 4.09;F8V           ;        ;B53
024.1992;+41.4056; 4.09;F8V           ;        ;B52
024.1992;+41.4056; 4.09;F8V           ;        ;O6
024.1992;+41.4056; 4.10;F8V           ; 1.2e+00;J3
024.1992;+41.4056; 4.18;G0            ; 1.0e+00;H1
023.9958;-15.4003; 5.48;K2III         ; 1.6e+01;W1
023.8125;-58.1394; 6.00;F2V           ; 1.6e+00;W1
024.5317;+57.9775; 5.56;G5II          ; 5.0e+01;W1
024.4983;+48.6283; 3.57;K3III         ;        ;B53
024.4983;+48.6283; 3.57;K3III         ;        ;B52
024.4983;+48.6283; 3.57;K3III         ;        ;H19
024.4983;+48.6283; 3.77;K0            ; 1.2e+01;H1
024.4983;+48.6283; 3.57;K3III         ; 2.7e+01;G12
024.4983;+48.6283; 3.56;K3III         ; 2.8e+01;W1
024.7317;+58.1564;10.70;WN3           ; 1.3e+01;S25
024.2858;-29.3933; 8.13;K0V           ; 8.3e-01;J3
024.8375;+44.3861; 5.04;G8III         ; 1.3e+01;W1
024.8142;+14.2856; 6.79;K0            ;        ;Q3
024.6146;-36.5283; 5.93;K0IV          ; 3.8e+00;W1
024.4283;-57.2367; 0.46;B3VP          ;        ;O6
024.4283;-57.2367; 0.47;B5IV          ; 5.0e+00;W1
024.4283;-57.2367; 0.46;B3VPE         ; 5.0e+00;U4
024.4283;-57.2367; 0.47;B3VP          ;        ;H6
024.4283;-57.2367; 0.47;B3IVP         ;        ;B13
024.4283;-57.2367; 0.46;B3VPE         ; 8.3e+00;C19
024.4283;-57.2367; 0.47;B5IV          ;        ;H9
025.4071;+66.9100; 7.69;G5V           ; 8.7e-01;J3
024.7083;-25.0222; 6.66;B9V           ; 2.4e+00;F4
025.1450;+40.5769; 4.90;B8            ;        ;H1
025.5854;+68.0431; 5.59;A0P           ; 2.6e+00;B32
025.5121;+61.0383; 5.58;B8            ; 3.0e+00;W1
025.4462;+42.6133; 4.96;G2V           ; 1.0e+00;J3
025.4462;+42.6133; 4.90;G1.5V         ; 1.1e+00;P31
025.4462;+42.6133; 4.95;G2V           ;        ;O6
025.4462;+42.6133; 4.94;G2V           ; 1.1e+00;W1
025.4133;+30.0472; 5.99;K0III         ; 1.2e+01;W1
025.3704;+24.1836; 8.88;F3V           ; 1.0e+00;F4
024.9487;-56.1928; 5.07;K0V           ; 7.9e-01;J3
024.9487;-56.1928; 5.91;K2V           ;        ;O6
024.9467;-56.1956; 5.90;K0V           ; 7.8e-01;J3
025.7429;+61.4211; 6.41;B5IB          ; 3.8e+01;W1
025.3579; +5.4875; 4.44;K3III         ;        ;R10
025.3579; +5.4875; 4.68;K0            ; 1.7e+01;H1
025.3579; +5.4875; 4.43;K3III         ; 2.8e+01;W1
025.5146;+35.2458; 5.62;B9IV-V        ; 2.3e+00;F4
025.5146;+35.2458; 5.40;B9V           ; 3.1e+00;W1
025.9196;+63.8233; 8.40;K5V           ; 7.1e-01;J3
025.6242;+20.2686; 5.24;K1V           ; 8.6e-01;J3
025.6242;+20.2686; 5.23;K1V           ; 9.6e-01;G4
025.6242;+20.2686; 5.24;K1V           ;        ;O6
025.6242;+20.2686; 5.24;K1V           ; 8.5e-01;L6
025.6242;+20.2686; 5.23;K1V           ; 8.3e-01;W1
025.6242;+20.2686; 5.20;K1V           ; 8.0e-01;P31
025.3637;-38.1328; 6.16;F5V           ; 1.6e+00;W1
025.8188;+45.3228; 6.28;K2III         ;        ;W1
025.3921;-45.4194; 9.29;G5V           ; 7.0e-01;J3
025.9150;+50.6886; 4.09;B2VEP         ;        ;G28
025.9150;+50.6886; 4.07;B0IVE         ; 9.3e+00;U4
025.9150;+50.6886; 4.19;B0P           ;        ;H1
025.5125;-36.8322; 5.68;A2V           ; 1.6e+00;F4
025.5125;-36.8322; 5.71;A2V           ; 2.2e+00;W1
025.6812; -3.6903; 5.27;K3III         ; 2.8e+01;W1
026.2325;+20.0831; 6.28;G4V           ; 1.1e+00;J3
026.0171;-15.9375; 3.50;G8VP          ; 8.3e-01;P31
026.0171;-15.9375; 3.50;G8V           ;        ;M14
026.0171;-15.9375; 3.50;G8V           ;        ;B53
026.0171;-15.9375; 3.50;G8V           ;        ;B52
026.0171;-15.9375; 3.50;G8VP          ;        ;O6
026.0171;-15.9375; 3.50;G8VP          ; 9.0e-01;W1
026.0171;-15.9375; 3.50;G8VP          ; 8.7e-01;J3
026.0171;-15.9375; 3.86;G8VP          ; 1.0e+00;G4
026.0171;-15.9375; 3.50;G8VP          ; 8.1e-01;L6
026.3483; +9.1578; 4.36;G8III         ; 1.3e+01;W1
026.3483; +9.1578; 4.50;K0            ; 7.9e+00;H1
026.9367;+63.8525; 5.63;K0V           ; 8.5e-01;J3
026.9367;+63.8525; 5.63;K0V           ; 7.6e-01;L6
026.9367;+63.8525; 5.59;K0V           ; 8.5e-01;W1
026.9367;+63.8525; 5.59;K0V           ; 9.2e-01;G4
026.4271; +8.5592; 6.55;A2P           ; 3.6e+00;S2
024.4817;-82.9750; 5.86;G2V           ; 1.1e+00;W1
026.6612;+12.4117; 8.90;K8V           ; 7.9e-01;J3
026.5046;-27.3489; 6.38;F2V           ; 1.1e+00;F4
026.5046;-27.3489; 6.38;F2VN          ; 1.6e+00;W1
026.5250;-50.8164; 5.48;M4III         ; 5.9e+01;W1
027.1621;+37.9528; 5.94;K0III         ; 1.2e+01;W1
027.0454;+16.9556; 5.84;B9.5V         ; 2.2e+00;F4
026.9100;-26.7500; 8.98;K1V           ; 7.1e-01;J3
024.3667;-84.7697; 5.68;K0III         ; 1.2e+01;W1
027.0858;-41.4950; 7.13;G4V           ; 8.3e-01;J3
027.3475;-10.7036; 6.77;G1V           ; 9.6e-01;J3
027.5354;+22.2750; 5.85;A3V           ; 2.5e+00;F4
027.3962;-10.6864; 4.68;F2IV          ; 1.3e+00;J3
027.3962;-10.6864; 4.69;F2IV          ;        ;W1
027.9971;+55.1475; 5.47;B2V           ; 4.5e+00;W1
027.7167;+11.0433; 5.94;F0V           ; 1.2e+00;F1
027.7167;+11.0433; 5.94;F0V           ; 1.8e+00;W1
027.5842;-47.8164; 6.12;K0            ;        ;W1
028.2112;+51.4747; 6.26;A1V           ; 1.9e+00;F4
027.8650;-10.3350; 3.72;K2III         ; 1.6e+01;W1
028.5987;+63.6700; 3.38;B4IV          ; 5.7e+00;U4
028.5987;+63.6700; 3.44;B3            ; 3.3e+00;H1
028.5987;+63.6700; 3.38;B3III         ; 5.6e+00;W1
028.2704;+29.5789; 3.53;F6IV          ; 3.0e+00;W1
028.2704;+29.5789; 3.58;F5            ; 2.6e+00;H1
028.2704;+29.5789; 3.42;F6IV          ; 2.5e+00;J3
028.2704;+29.5789; 3.41;F6IV          ;        ;O6
028.2704;+29.5789; 3.41;F6IV          ;        ;B52
028.2704;+29.5789; 3.41;F6IV          ;        ;B53
028.2704;+29.5789; 3.41;F6IV          ; 2.6e+00;G14
028.3825;+19.2958; 4.04;A0P           ;        ;H1
028.3825;+19.2936; 4.75;B9V           ; 1.9e+00;S2
028.2050;-22.4347; 8.88;M1V           ;        ;O6
028.2050;-22.4347; 8.70;M1V           ; 6.8e-01;J3
028.3892; +3.1875; 4.60;K0III         ; 1.2e+01;W1
028.3892; +3.1875; 4.84;K0            ; 5.7e+00;H1
028.6600;+20.8081; 2.64;A5V           ;        ;O6
028.6600;+20.8081; 2.65;A5V           ; 1.4e+00;F1
028.6600;+20.8081; 2.65;A5V           ; 1.4e+00;F2
028.6600;+20.8081; 2.72;A5            ; 1.0e+00;H1
028.6600;+20.8081; 2.65;A5V           ; 1.9e+00;J3
028.6600;+20.8081; 2.65;A5V           ; 1.9e+00;W1
028.3467;-38.5947; 6.10;K0            ; 8.5e+01;W1
028.4112;-46.3028; 4.41;M4III         ;        ;O6
028.4112;-46.3028; 4.41;M4III         ; 7.0e+01;W1
028.5917;-42.4969; 5.11;A3V           ;        ;M14
029.2075;+38.0228; 9.14;F3V           ; 1.0e+00;F1
029.6383;+61.6978; 5.99;B8            ; 3.2e+00;W1
029.6383;+61.6978; 6.01;B6V           ; 3.5e+00;F4
028.9896;-51.6089;11.00;              ; 5.3e-01;J3
028.9896;-51.6089; 3.70;G5IV          ; 3.0e+00;J3
028.9896;-51.6089; 3.70;G5IV          ;        ;O6
029.2900;-10.2425; 6.42;G5            ; 9.7e-01;J3
029.4821;+23.5961; 4.78;F0IV          ; 1.2e+00;F1
029.4821;+23.5961; 4.83;A5            ; 1.3e+00;H1
028.7337;-67.6472; 4.68;G8III         ; 1.3e+01;W1
029.8962;+54.8222; 9.04;M8            ; 3.1e+02;V9
029.2500;-51.7661; 6.09;F8V           ; 9.9e-01;J3
029.2500;-51.7661; 6.10;F7V           ; 1.3e+00;W1
029.1354;-60.2267; 8.60;K2            ; 7.4e-01;J3
029.7354; +6.6742; 8.30;F2            ;        ;B43
030.4896;+70.9069; 6.36;F5V           ; 1.2e+00;L12
030.4896;+70.9069; 4.66;A4V           ; 1.8e+00;L12
030.4896;+70.9069; 4.61;A3            ; 1.2e+00;H1
029.8579;+12.2950; 5.96;A6V           ; 1.9e+00;W1
029.8579;+12.2950; 6.09;A6V           ; 1.3e+00;F4
029.8637; +6.4736; 9.10;G0            ;        ;B43
030.4962;+61.9050; 7.44;K5V           ;        ;O6
030.1404;+27.8886;     ;A3            ; 1.7e+00;M12
030.1404;+27.8886; 9.00;A3            ; 3.2e-01;K3
030.1404;+27.8886; 8.82;G3            ; 2.0e+00;M12
030.1404;+27.8886; 8.80;G4III         ; 1.8e+00;K2
030.1404;+27.8886;     ;A3            ; 1.5e+00;K2
030.1404;+27.8886;     ;G3            ; 2.9e-01;K3
030.8588;+72.4214; 3.94;A2V           ; 1.7e+00;F4
030.8588;+72.4214; 4.06;A1V           ; 2.5e+00;W1
030.8588;+72.4214; 4.06;A2            ; 1.7e+00;H1
031.2808;+77.2814; 5.27;A7V           ; 1.4e+00;F4
030.0012;-21.0778; 3.99;M1III         ; 5.4e+01;W1
030.0012;-21.0778; 4.00;M1III         ;        ;O6
030.7508;+64.3900; 5.58;B8IB          ; 3.6e+01;U6
030.7508;+64.3900; 5.58;B8IB          ; 4.1e+01;W1
030.5754;+54.4875; 4.98;B8V           ; 2.8e+00;F2
030.5754;+54.4875; 4.98;B8V           ; 3.2e+00;W1
030.5754;+54.4875; 4.99;B8            ; 2.2e+00;H1
029.6925;-61.5697; 2.86;F0V           ;        ;M14
029.6925;-61.5697; 2.86;F0V           ;        ;O6
029.6925;-61.5697; 2.87;F3V           ; 9.5e-01;F4
029.6925;-61.5697; 2.86;F0V           ; 1.8e+00;W1
029.6925;-61.5697; 2.86;F0V           ; 2.1e+00;J3
030.6254;+55.6239; 8.90;ON9V          ; 6.0e+00;K22
030.3112;-30.0019; 5.34;G5III         ; 1.1e+01;W1
030.5175; +2.7667; 3.94;A2P           ; 1.9e+00;H1
031.1662;+65.1036; 6.52;A0V           ; 2.0e+00;F4
030.7417;+33.2842; 5.50;A2V           ; 1.7e+00;F4
029.9212;-66.0667; 6.09;K2III         ; 1.6e+01;W1
030.6462;+13.4767; 5.87;M3.3III       ;        ;B28
030.6462;+13.4767; 6.11;M2III         ;        ;A3
030.6462;+13.4767; 5.94;M2III         ;        ;O6
030.6462;+13.4767; 5.87;M2III         ;        ;B13
030.6462;+13.4767; 5.90;M3.3          ;        ;R24
030.6462;+13.4767; 5.87;M2III         ;        ;S45
030.9750;+42.3297; 2.28;K0            ; 2.0e+01;H1
030.9750;+42.3297; 2.26;K3IIB         ; 8.3e+01;G12
030.9750;+42.3297; 2.28;K3II          ;        ;S1
030.9750;+42.3297; 2.26;K3IIB         ;        ;M21
030.9750;+42.3297; 2.26;K3II          ;        ;D15
030.9750;+42.3297; 2.10;K3II          ; 5.0e+01;B25
030.6267;-40.5203; 8.59;A6VN          ; 1.3e+00;F4
030.9804;-45.4128;13.00;              ; 3.8e-01;J3
030.9804;-45.4128; 7.29;G0            ; 8.6e-01;J3
031.1225;-29.2969; 4.68;A0            ; 2.7e+00;W1
031.1225;-29.2969; 4.68;B9.5P         ;        ;L18
031.7050;+25.7044; 5.99;B8V           ; 2.8e+00;F4
031.7933;+23.4625; 2.00;K2III         ; 2.2e+01;J3
031.7933;+23.4625; 2.00;K2III         ;        ;B3
031.7933;+23.4625; 2.00;K2III         ;        ;H19
031.7933;+23.4625; 2.00;K2IIIAB       ;        ;M21
031.7933;+23.4625; 2.00;K2III         ; 1.6e+01;W1
031.7933;+23.4625; 2.00;K2IIIAB       ; 2.1e+01;G12
031.7933;+23.4625; 2.23;K2            ; 9.4e+00;H1
031.7933;+23.4625; 2.00;K2III         ;        ;O6
031.7933;+23.4625; 2.00;K2IIIAB       ; 1.9e+01;F6
032.1692;+58.4236; 5.68;A0IA          ; 9.6e+01;W1
032.2604;+57.9322; 8.95;O6.5V         ; 8.5e+00;K22
032.1221;+37.8592; 4.77;A2            ;        ;H1
032.1221;+37.8592; 4.75;A5V           ; 1.9e+00;W1
032.1221;+37.8592; 4.81;A4V           ; 1.5e+00;F4
032.1221;+37.8592; 4.82;A5IV-V        ;        ;B52
031.8929; -0.6175; 6.90;G2V           ; 9.7e-01;J3
031.8929; -0.6175;10.52;              ; 6.7e-01;J3
032.2642;+40.7942; 9.00;G0            ; 4.7e-01;K3
032.2642;+40.7942;     ;              ; 3.8e-01;K3
032.3858;+34.9872; 3.00;A5III         ;        ;O6
032.3858;+34.9872; 3.08;A5            ; 1.5e+00;H1
032.3858;+34.9872; 3.00;A5III         ; 4.6e+00;W1
032.3554;+25.9400; 5.01;F2III         ;        ;W1
032.8737;+56.1589; 8.18;ON8V          ; 1.2e+01;K22
032.8737;+56.1589; 8.19;O8III-NV      ; 1.2e+01;H28
032.7200;+39.0394; 6.05;B9.5V         ; 2.2e+00;F2
032.6079;-50.8236; 6.12;K0V           ; 8.6e-01;J3
032.6079;-50.8236; 6.11;K0V           ; 8.5e-01;W1
033.4233;+58.5606; 6.46;A3IAB         ; 8.2e+01;W1
033.0929;+30.3031; 4.95;G5III         ; 1.3e+01;H23
033.3054;+44.2317; 4.94;K4III         ; 3.7e+01;W1
033.4012;+51.0658; 5.32;K0III         ; 1.2e+01;W1
033.2004;+21.2111; 5.23;F5V           ; 9.8e-01;F1
033.9275;+67.6722; 7.22;K2V           ; 8.9e-01;J3
033.5104;+47.4842; 6.06;F5V           ; 9.3e-01;F1
033.2638;+15.2797; 5.74;M0III         ; 5.3e+01;W1
033.2500; +8.8467; 4.44;G8II          ; 5.4e+01;W1
033.2500; +8.8467; 4.54;G5            ; 1.7e+01;H1
033.1979; -2.3936; 5.67;F9V           ; 1.1e+00;J3
033.2271;-30.7239; 5.27;A1V           ; 2.5e+00;W1
033.2271;-30.7239; 5.28;A2VN          ; 1.0e+00;J3
033.2271;-30.7239; 5.25;A1V           ; 1.9e+00;F4
034.2154;+57.0553; 6.49;B1IAB         ; 3.6e+01;W1
033.9846;+33.3589; 5.26;B9.5V         ; 2.2e+00;F4
033.8679; -9.4667; 6.54;A0V           ; 2.1e+00;F4
033.9725; +6.6264; 9.80;              ; 6.8e-01;J3
033.9725; +6.6264; 9.03;K8V           ; 6.8e-01;J3
034.2633;+34.2242; 4.87;G0V           ; 9.8e-01;J3
034.4996;+57.8997; 5.75;K3III         ; 2.8e+01;W1
034.6025;+56.5600; 9.00;K1V           ; 8.0e-01;J3
034.3287;+33.8472; 4.01;A1V           ;        ;M14
034.3287;+33.8472; 4.08;A0V           ; 2.0e+00;F2
034.3287;+33.8472; 4.07;A0            ;        ;H1
034.3287;+33.8472; 4.08;A0V           ; 2.7e+00;W1
034.2458; -6.4222; 5.52;G8III         ; 1.3e+01;W1
034.5312;+19.9011; 5.57;A1V           ; 2.5e+00;W1
034.5312;+19.9011; 5.56;A1V           ; 1.9e+00;F4
034.8200;+47.3800; 5.31;A1V           ; 1.8e+00;F3
034.7950;+46.4722; 6.21;A4V           ; 1.5e+00;F4
034.1275;-51.5122; 3.56;B8V           ; 2.6e+00;F4
034.1275;-51.5122; 3.56;B8V-IV        ;        ;M14
034.7375;+28.6428; 5.28;A2V           ; 1.7e+00;F4
034.7413;+23.1678; 6.46;A7V           ;        ;M14
034.9054;+39.8350; 6.49;B8IV          ; 3.7e+00;W1
034.9054;+39.8350; 6.62;B8V           ; 2.6e+00;F4
034.8367; -2.9778; 3.04;M6III         ;        ;O6
034.8367; -2.9778; 3.04;M7IIIE        ; 4.4e+02;C33
034.8367; -2.9778; 2.00;M6IIIE        ;        ;P11
034.8367; -2.9778; 2.00;M6IIIE        ;        ;B4
034.8367; -2.9778; 3.04;M7IIIE        ;        ;Q6
034.8367; -2.9778; 3.04;M7IIIE        ;        ;T11
034.8367; -2.9778; 3.04;M7IIIE        ;        ;R22
034.8367; -2.9778; 3.04;M6XXIX        ; 2.2e+02;L4
034.8367; -2.9778; 2.00;M6IIIE        ; 2.3e+02;B37
034.8367; -2.9778; 7.00;M5-M9E        ;        ;B13
034.8367; -2.9778; 2.00;M6IIIE        ;        ;S1
034.8367; -2.9778; 3.04;M6EIII        ;        ;W19
034.8367; -2.9778; 3.50;M5-M9E        ;        ;B13
034.8367; -2.9778; 2.00;M6IIIE        ;        ;L1
034.8367; -2.9778; 2.00;M6IIIE        ; 1.6e+02;K5
034.8367; -2.9778; 2.00;M6IIIE        ; 1.8e+02;L9
035.2425;+50.1514; 5.59;B9P           ; 2.5e+00;S24
035.2425;+50.1514; 5.58;B9P           ; 2.3e+00;B32
035.2425;+50.1514; 5.58;B9P           ; 2.6e+00;B33
034.7437;-25.9456; 6.33;G5V           ; 8.3e-01;J3
034.7437;-25.9456; 6.33;G5V           ; 9.9e-01;W1
034.9200; -4.3456; 6.42;A3V           ; 1.6e+00;F3
035.4683;+56.9050; 8.50;O5.5VNFP      ; 1.0e+01;K22
035.5446;+59.5497; 9.21;O5VNFP        ; 1.0e+01;K22
035.5287;+56.6042; 7.55;M3.5IAB       ; 8.0e+01;R32
035.7154;+58.5864; 7.90;M3EIA-M4EIA   ;        ;S1
035.3500;-30.9336; 8.81;K3V           ; 7.7e-01;J3
035.5517; -0.8847; 5.40;F0VN          ; 1.2e+00;F4
036.1037;+50.0067; 5.33;G8III         ; 1.3e+01;W1
035.6354;-23.8164; 5.19;G1V           ; 1.0e+00;J3
035.6354;-23.8164; 5.19;G1V           ; 1.1e+00;W1
035.6354;-23.8164; 5.19;G1V           ; 1.1e+00;P31
036.3167;+56.6097; 6.25;B2IA          ; 5.8e+01;W1
036.4917;+56.1028;     ;              ; 3.9e+00;P3
036.4917;+56.1028; 7.90;B5            ; 3.9e+00;P3
036.4058;+50.2786; 4.86;K5            ; 3.3e+01;H1
036.4058;+50.2786; 4.72;K4III         ; 3.7e+01;W1
035.7279;-51.0922; 5.91;A4M           ; 1.9e+00;W1
036.6958;+58.8758; 8.04;O5IF          ; 2.4e+01;U2
035.4371;-68.6594; 4.09;A3V           ;        ;M14
035.4371;-68.6594; 4.08;A2V           ; 2.2e+00;W1
035.4371;-68.6594; 4.09;A2V           ; 1.4e+00;J3
035.4371;-68.6594; 4.08;A3V           ; 1.5e+00;F4
037.2667;+67.4025; 4.51;AP            ; 2.9e+00;B19
037.2667;+67.4025; 4.59;A5P           ; 2.0e+00;H1
037.2667;+67.4025; 4.51;AP            ; 2.1e+00;S2
036.5075; +5.7797; 8.20;G5            ; 8.1e-01;J3
036.4875;-12.2906; 4.89;B9.5V         ;        ;M14
036.4875;-12.2906; 4.89;B9.5VN        ;        ;M19
036.4875;-12.2906; 4.86;B9V           ; 2.3e+00;F4
036.4875;-12.2906; 4.88;B9V           ; 3.1e+00;W1
036.5012;-15.3411; 5.84;AP            ; 2.0e+00;S2
